Flight Distance,Outliers (Qurtile function),Outliers (Use Mean & Standard Deviation),,1. Mean of Column Data,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3341,TRUE,TRUE,,,,
1988,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
2998,TRUE,TRUE,,,,
1586,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3071,TRUE,TRUE,,,,
2456,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
1746,TRUE,TRUE,,,,
2518,TRUE,TRUE,,,,
2285,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2500,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
3139,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
3331,TRUE,TRUE,,,,
1721,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
2796,TRUE,TRUE,,,,
3906,TRUE,TRUE,,,,
3255,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
3766,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
2646,TRUE,TRUE,,,,
3529,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3683,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2089,TRUE,TRUE,,,,
1577,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
776,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3246,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2753,TRUE,TRUE,,,,
2273,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
3431,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2341,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2988,TRUE,TRUE,,,,
2234,TRUE,TRUE,,,,
3221,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
2503,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
2489,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3508,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
3777,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3510,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
3879,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
2039,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2111,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
3107,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
1952,TRUE,TRUE,,,,
3584,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
1947,TRUE,TRUE,,,,
376,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
446,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
462,TRUE,TRUE,,,,
462,TRUE,TRUE,,,,
2050,TRUE,TRUE,,,,
567,TRUE,TRUE,,,,
453,TRUE,TRUE,,,,
3860,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
776,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
776,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2178,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
2728,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
2309,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
3609,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
2794,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
462,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
909,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
2756,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2249,TRUE,TRUE,,,,
2790,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
1553,TRUE,TRUE,,,,
2215,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2421,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
2994,TRUE,TRUE,,,,
2628,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3614,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3381,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2137,TRUE,TRUE,,,,
2093,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2310,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3019,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3046,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2938,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
1604,TRUE,TRUE,,,,
1893,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
1860,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3537,TRUE,TRUE,,,,
3309,TRUE,TRUE,,,,
2856,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2948,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
1869,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3882,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3943,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
2251,TRUE,TRUE,,,,
3788,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3166,TRUE,TRUE,,,,
3179,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2068,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3383,TRUE,TRUE,,,,
2973,TRUE,TRUE,,,,
2712,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3969,TRUE,TRUE,,,,
2080,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2390,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
1778,TRUE,TRUE,,,,
3758,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
2137,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2773,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3657,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2180,TRUE,TRUE,,,,
1532,TRUE,TRUE,,,,
3856,TRUE,TRUE,,,,
1539,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3627,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
3666,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2942,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2119,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3949,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2444,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3408,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2741,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
1924,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3908,TRUE,TRUE,,,,
2208,TRUE,TRUE,,,,
1503,TRUE,TRUE,,,,
2437,TRUE,TRUE,,,,
3158,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3208,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2521,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3135,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3709,TRUE,TRUE,,,,
3315,TRUE,TRUE,,,,
1850,TRUE,TRUE,,,,
2812,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3130,TRUE,TRUE,,,,
3481,TRUE,TRUE,,,,
1545,TRUE,TRUE,,,,
3086,TRUE,TRUE,,,,
1797,TRUE,TRUE,,,,
3377,TRUE,TRUE,,,,
3127,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
3518,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2468,TRUE,TRUE,,,,
2655,TRUE,TRUE,,,,
1790,TRUE,TRUE,,,,
3192,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
1697,TRUE,TRUE,,,,
2631,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2761,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
2292,TRUE,TRUE,,,,
2470,TRUE,TRUE,,,,
2901,TRUE,TRUE,,,,
3284,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2657,TRUE,TRUE,,,,
2594,TRUE,TRUE,,,,
3519,TRUE,TRUE,,,,
4000,TRUE,TRUE,,,,
3803,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
1875,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
3122,TRUE,TRUE,,,,
3817,TRUE,TRUE,,,,
2049,TRUE,TRUE,,,,
3025,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2590,TRUE,TRUE,,,,
2337,TRUE,TRUE,,,,
3263,TRUE,TRUE,,,,
3180,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2386,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2567,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2311,TRUE,TRUE,,,,
1712,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
3203,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
1727,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2816,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
2689,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
372,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
447,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
337,TRUE,TRUE,,,,
2691,TRUE,TRUE,,,,
3461,TRUE,TRUE,,,,
1766,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
2018,TRUE,TRUE,,,,
2018,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1208,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
797,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1956,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2694,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2628,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3532,TRUE,TRUE,,,,
1513,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3042,TRUE,TRUE,,,,
2187,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2794,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2861,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3041,TRUE,TRUE,,,,
2046,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3569,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2922,TRUE,TRUE,,,,
609,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
609,TRUE,TRUE,,,,
609,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1357,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
969,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
1737,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
840,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
995,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
1280,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
633,TRUE,TRUE,,,,
633,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
2133,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1040,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
1440,TRUE,TRUE,,,,
3279,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
3830,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2764,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2683,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
2542,TRUE,TRUE,,,,
202,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
602,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
1448,TRUE,TRUE,,,,
1448,TRUE,TRUE,,,,
1448,TRUE,TRUE,,,,
1448,TRUE,TRUE,,,,
760,TRUE,TRUE,,,,
1448,TRUE,TRUE,,,,
1448,TRUE,TRUE,,,,
796,TRUE,TRUE,,,,
2846,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
1409,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
1236,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
3086,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2405,TRUE,TRUE,,,,
2018,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1627,TRUE,TRUE,,,,
2095,TRUE,TRUE,,,,
2159,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
1047,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2610,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
1696,TRUE,TRUE,,,,
3170,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
3857,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
453,TRUE,TRUE,,,,
453,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
3255,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
160,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1208,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1140,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
958,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
3083,TRUE,TRUE,,,,
160,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
160,TRUE,TRUE,,,,
160,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
1660,TRUE,TRUE,,,,
